locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCPCFBLM_05095	CDS	246				hypothetical protein
BCPCFBLM_05096	CDS	1593	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
BCPCFBLM_05097	CDS	1338	zraR_3		COG2204	Transcriptional regulatory protein ZraR
BCPCFBLM_05098	CDS	1095	thiO	1.4.3.19		Glycine oxidase
BCPCFBLM_05099	CDS	510				hypothetical protein
BCPCFBLM_05100	CDS	507				hypothetical protein
BCPCFBLM_05101	CDS	558				hypothetical protein
BCPCFBLM_05102	CDS	825				hypothetical protein
BCPCFBLM_05103	CDS	588				hypothetical protein
BCPCFBLM_05104	CDS	3486	pilY1			Type IV pilus biogenesis factor PilY1
BCPCFBLM_05105	CDS	348				hypothetical protein
BCPCFBLM_05106	CDS	426				hypothetical protein
BCPCFBLM_05107	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
BCPCFBLM_05108	CDS	441	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
BCPCFBLM_05109	CDS	510	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
BCPCFBLM_05110	CDS	2832	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
BCPCFBLM_05111	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
BCPCFBLM_05112	CDS	1497	murJ_2		COG0728	putative lipid II flippase MurJ
BCPCFBLM_05113	CDS	276	rpsT		COG0268	30S ribosomal protein S20
BCPCFBLM_05114	CDS	465				hypothetical protein
BCPCFBLM_05115	CDS	1119	proB	2.7.2.11		Glutamate 5-kinase
BCPCFBLM_05116	CDS	1221	obg	3.6.5.-		GTPase Obg
BCPCFBLM_05117	CDS	258	rpmA		COG0211	50S ribosomal protein L27
BCPCFBLM_05118	CDS	312	rplU		COG0261	50S ribosomal protein L21
BCPCFBLM_05119	CDS	969	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
BCPCFBLM_05120	CDS	225				hypothetical protein
BCPCFBLM_05121	CDS	2028				hypothetical protein
BCPCFBLM_05122	CDS	618	fklB_2	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
BCPCFBLM_05123	CDS	306				hypothetical protein
BCPCFBLM_05124	CDS	489				hypothetical protein
BCPCFBLM_05125	CDS	342				hypothetical protein
BCPCFBLM_05126	CDS	2454				hypothetical protein
BCPCFBLM_05127	CDS	327				hypothetical protein
BCPCFBLM_05128	CDS	489				hypothetical protein
BCPCFBLM_05129	CDS	1857				hypothetical protein
BCPCFBLM_05130	CDS	555	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
BCPCFBLM_05131	CDS	1596	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
BCPCFBLM_05132	tRNA	74				tRNA-Arg(acg)
BCPCFBLM_05133	CDS	1146				hypothetical protein
BCPCFBLM_05134	CDS	1215	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
BCPCFBLM_05135	CDS	813				hypothetical protein
BCPCFBLM_05136	CDS	1026	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
BCPCFBLM_05137	CDS	378				hypothetical protein
BCPCFBLM_05138	CDS	1041	ccpA	1.11.1.5	COG1858	Cytochrome c551 peroxidase
BCPCFBLM_05139	CDS	1338	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
BCPCFBLM_05140	CDS	1437			COG2067	47 kDa outer membrane protein
BCPCFBLM_05141	CDS	489				hypothetical protein
BCPCFBLM_05142	CDS	1278				hypothetical protein
BCPCFBLM_05143	CDS	1482				hypothetical protein
BCPCFBLM_05144	CDS	1194	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
BCPCFBLM_05145	CDS	714	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
BCPCFBLM_05146	CDS	1665	ettA		COG0488	Energy-dependent translational throttle protein EttA
BCPCFBLM_05147	CDS	156				hypothetical protein
BCPCFBLM_05148	CDS	636				hypothetical protein
BCPCFBLM_05149	CDS	1440	oprJ		COG1538	Outer membrane protein OprJ
BCPCFBLM_05150	CDS	3132	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
BCPCFBLM_05151	CDS	1065	acrA			Multidrug efflux pump subunit AcrA
BCPCFBLM_05152	CDS	564				hypothetical protein
BCPCFBLM_05153	CDS	4248				hypothetical protein
BCPCFBLM_05154	CDS	1254	glyA_2	2.1.2.1	COG0112	Serine hydroxymethyltransferase
BCPCFBLM_05155	CDS	375				hypothetical protein
BCPCFBLM_05156	CDS	1005	yjiA_2	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
BCPCFBLM_05157	CDS	204				hypothetical protein
BCPCFBLM_05158	CDS	2067	btsT		COG1966	Pyruvate/proton symporter BtsT
BCPCFBLM_05159	CDS	507				hypothetical protein
BCPCFBLM_05160	CDS	378				Cyclic diguanosine monophosphate-binding protein
BCPCFBLM_05161	CDS	1362	radA	3.6.4.-	COG1066	DNA repair protein RadA
BCPCFBLM_05162	CDS	435				hypothetical protein
BCPCFBLM_05163	CDS	255				hypothetical protein
BCPCFBLM_05164	CDS	543				hypothetical protein
BCPCFBLM_05165	CDS	1542	katB	1.11.1.6	COG0753	Catalase
BCPCFBLM_05166	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
BCPCFBLM_05167	CDS	777	fpr_2	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
BCPCFBLM_05168	CDS	999	dctP_3		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
BCPCFBLM_05169	CDS	1125	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
BCPCFBLM_05170	CDS	576	pucB		COG2068	Purine catabolism protein PucB
BCPCFBLM_05171	CDS	972	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
BCPCFBLM_05172	CDS	1245	adhB	1.1.5.5		Alcohol dehydrogenase (quinone), cytochrome c subunit
BCPCFBLM_05173	CDS	540	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
BCPCFBLM_05174	CDS	2832				hypothetical protein
BCPCFBLM_05175	CDS	1212	entS_2		COG0477	Enterobactin exporter EntS
BCPCFBLM_05176	CDS	390				hypothetical protein
BCPCFBLM_05177	CDS	1707	hxuB_2		COG2831	Heme/hemopexin transporter protein HuxB
BCPCFBLM_05178	CDS	2370				hypothetical protein
BCPCFBLM_05179	CDS	654				hypothetical protein
BCPCFBLM_05180	CDS	3300		2.7.8.-		Cardiolipin synthase
BCPCFBLM_05181	CDS	1035				hypothetical protein
BCPCFBLM_05182	CDS	585	rnfA	7.-.-.-		Ion-translocating oxidoreductase complex subunit A
BCPCFBLM_05183	CDS	567	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
BCPCFBLM_05184	CDS	2325	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
BCPCFBLM_05185	CDS	1035	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
BCPCFBLM_05186	CDS	645	rnfG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
BCPCFBLM_05187	CDS	717	rnfE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
BCPCFBLM_05188	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
BCPCFBLM_05189	CDS	180				hypothetical protein
BCPCFBLM_05190	CDS	1218				hypothetical protein
BCPCFBLM_05191	CDS	957	pobB	1.-.-.-		Phenoxybenzoate dioxygenase subunit beta
BCPCFBLM_05192	CDS	435	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
BCPCFBLM_05193	CDS	1020				hypothetical protein
BCPCFBLM_05194	CDS	219				hypothetical protein
BCPCFBLM_05195	CDS	318				hypothetical protein
BCPCFBLM_05196	CDS	966				hypothetical protein
BCPCFBLM_05197	CDS	1485	gbsA_2	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
BCPCFBLM_05198	CDS	804	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
BCPCFBLM_05199	CDS	1683	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
BCPCFBLM_05200	CDS	798	fabG_13	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BCPCFBLM_05201	CDS	834	pcaR_2		COG1414	Pca regulon regulatory protein
BCPCFBLM_05202	CDS	870	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BCPCFBLM_05203	CDS	531				hypothetical protein
BCPCFBLM_05204	CDS	762	fabG2	1.-.-.-		putative oxidoreductase
BCPCFBLM_05205	CDS	777	ribX			Riboflavin transport system permease protein RibX
BCPCFBLM_05206	CDS	1008	ribY		COG0715	Riboflavin-binding protein RibY
BCPCFBLM_05207	CDS	852	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BCPCFBLM_05208	CDS	1074	COQ3_6	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
BCPCFBLM_05209	CDS	1452	purB_2	4.3.2.2		Adenylosuccinate lyase
BCPCFBLM_05210	CDS	1434	pcaB_2	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
BCPCFBLM_05211	CDS	987				hypothetical protein
BCPCFBLM_05212	CDS	1038				hypothetical protein
BCPCFBLM_05213	CDS	195				hypothetical protein
BCPCFBLM_05214	CDS	1476	oprM_5		COG1538	Outer membrane protein OprM
BCPCFBLM_05215	CDS	3162	oqxB10			multidrug efflux RND transporter permease subunit OqxB10
BCPCFBLM_05216	CDS	1158	bepF_3			Efflux pump periplasmic linker BepF
BCPCFBLM_05217	CDS	387	gloA_2	4.4.1.5	COG0346	Lactoylglutathione lyase
BCPCFBLM_05218	CDS	1218	argG	6.3.4.5	COG0137	Argininosuccinate synthase
BCPCFBLM_05219	CDS	966	pal_8			Peptidoglycan-associated lipoprotein
BCPCFBLM_05220	CDS	1047	pyrC_2	3.5.2.3	COG0418	Dihydroorotase
BCPCFBLM_05221	CDS	675	rnt	3.1.13.-	COG0847	Ribonuclease T
BCPCFBLM_05222	CDS	603	ahpC_3	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
BCPCFBLM_05223	CDS	222				hypothetical protein
BCPCFBLM_05224	CDS	477	bfr_1	1.16.3.1	COG2193	Bacterioferritin
BCPCFBLM_05225	CDS	1152	ybjJ			Inner membrane protein YbjJ
BCPCFBLM_05226	CDS	327	grxD		COG0278	Glutaredoxin 4
BCPCFBLM_05227	CDS	2109	napA_1	1.9.6.1		Periplasmic nitrate reductase
BCPCFBLM_05228	CDS	2988		3.4.21.-		Extracellular serine protease
BCPCFBLM_05229	CDS	432				hypothetical protein
BCPCFBLM_05230	CDS	918	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
BCPCFBLM_05231	CDS	1083	potA_6	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
BCPCFBLM_05232	CDS	780	yaaA		COG3022	Peroxide stress resistance protein YaaA
BCPCFBLM_05233	CDS	1311	algD	1.1.1.132	COG1004	GDP-mannose 6-dehydrogenase
BCPCFBLM_05234	CDS	1482	alg8	2.4.1.33	COG1215	Mannuronan synthase
BCPCFBLM_05235	CDS	1170		2.4.1.33		Mannuronan synthase
BCPCFBLM_05236	CDS	1428	algK		COG0790	Alginate biosynthesis protein AlgK
BCPCFBLM_05237	CDS	1473	algE			Alginate production protein AlgE
BCPCFBLM_05238	CDS	1632	algG	5.1.3.37		Mannuronan C5-epimerase
BCPCFBLM_05239	CDS	1425	algX	2.3.1.-		Alginate biosynthesis protein AlgX
BCPCFBLM_05240	CDS	1104	algL	4.2.2.3		Alginate lyase
BCPCFBLM_05241	CDS	1563				hypothetical protein
BCPCFBLM_05242	CDS	1176	algJ	2.3.1.-		putative alginate O-acetylase AlgJ
BCPCFBLM_05243	CDS	651	algF			Alginate biosynthesis protein AlgF
BCPCFBLM_05244	CDS	1446	algA_3		COG0662	Alginate biosynthesis protein AlgA
BCPCFBLM_05245	CDS	1149	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
BCPCFBLM_05246	CDS	1020	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BCPCFBLM_05247	CDS	1989	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
BCPCFBLM_05248	CDS	888	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
BCPCFBLM_05249	CDS	1650	arnT_2	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
BCPCFBLM_05250	CDS	348	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
BCPCFBLM_05251	CDS	414	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
BCPCFBLM_05252	CDS	1395	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
BCPCFBLM_05253	CDS	1758	fruA		COG1299	PTS system fructose-specific EIIB'BC component
BCPCFBLM_05254	CDS	945	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
BCPCFBLM_05255	CDS	2871				hypothetical protein
BCPCFBLM_05256	CDS	990	cra		COG1609	Catabolite repressor/activator
BCPCFBLM_05257	CDS	780	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
BCPCFBLM_05258	CDS	303				hypothetical protein
BCPCFBLM_05259	CDS	921	dmlR_19			HTH-type transcriptional regulator DmlR
BCPCFBLM_05260	CDS	294	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
BCPCFBLM_05261	CDS	1014				Zinc-type alcohol dehydrogenase-like protein
BCPCFBLM_05262	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BCPCFBLM_05263	CDS	897	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
BCPCFBLM_05264	CDS	1494	mmsA_2	1.2.1.27	COG1012	Methylmalonate-semialdehyde dehydrogenase [acylating]
BCPCFBLM_05265	CDS	924	rhaR_3			HTH-type transcriptional activator RhaR
BCPCFBLM_05266	CDS	177				hypothetical protein
BCPCFBLM_05267	CDS	1179	bcr_2			Bicyclomycin resistance protein
BCPCFBLM_05268	CDS	639	bepR			HTH-type transcriptional repressor BepR
BCPCFBLM_05269	CDS	198				hypothetical protein
BCPCFBLM_05270	CDS	531	yodB_2		COG3038	Cytochrome b561 
BCPCFBLM_05271	CDS	423				hypothetical protein
	CRISPR	628				
BCPCFBLM_05272	CDS	1032	corA		COG0598	Magnesium transport protein CorA
BCPCFBLM_05273	CDS	276				hypothetical protein
BCPCFBLM_05274	CDS	768				hypothetical protein
BCPCFBLM_05275	CDS	234				hypothetical protein
BCPCFBLM_05276	CDS	2853				hypothetical protein
BCPCFBLM_05277	CDS	699				hypothetical protein
BCPCFBLM_05278	CDS	405	rnk		COG0782	Regulator of nucleoside diphosphate kinase
BCPCFBLM_05279	CDS	336	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
BCPCFBLM_05280	CDS	141	lppL		COG5567	Lipopeptide
BCPCFBLM_05281	CDS	1248	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
BCPCFBLM_05282	CDS	831	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
BCPCFBLM_05283	CDS	702				hypothetical protein
BCPCFBLM_05284	CDS	912	xerC_8		COG4973	Tyrosine recombinase XerC
BCPCFBLM_05285	CDS	699	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
BCPCFBLM_05286	CDS	1170				hypothetical protein
BCPCFBLM_05287	CDS	1377	norG_3		COG1167	HTH-type transcriptional regulator NorG
BCPCFBLM_05288	CDS	915				hypothetical protein
BCPCFBLM_05289	CDS	318	sutA			Transcriptional regulator SutA
BCPCFBLM_05290	CDS	426				hypothetical protein
BCPCFBLM_05291	CDS	1329	amtB_2			Ammonia channel
BCPCFBLM_05292	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
BCPCFBLM_05293	CDS	261	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
BCPCFBLM_05294	CDS	1494	comM		COG0606	Competence protein ComM
BCPCFBLM_05295	CDS	1986			COG1292	Glycine betaine transporter
BCPCFBLM_05296	CDS	1050				hypothetical protein
BCPCFBLM_05297	CDS	918	gcvA_8			Glycine cleavage system transcriptional activator
BCPCFBLM_05298	CDS	1467	mdtK_2		COG0534	Multidrug resistance protein MdtK
BCPCFBLM_05299	CDS	1677				hypothetical protein
BCPCFBLM_05300	CDS	2010	rep_3	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
BCPCFBLM_05301	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
BCPCFBLM_05302	CDS	573	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
BCPCFBLM_05303	CDS	1929		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
BCPCFBLM_05304	CDS	429				hypothetical protein
BCPCFBLM_05305	CDS	549	puuR_3			HTH-type transcriptional regulator PuuR
BCPCFBLM_05306	CDS	1074	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
BCPCFBLM_05307	CDS	354	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
BCPCFBLM_05308	CDS	1299	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
BCPCFBLM_05309	CDS	345				hypothetical protein
BCPCFBLM_05310	CDS	192				hypothetical protein
BCPCFBLM_05311	CDS	2568				hypothetical protein
BCPCFBLM_05312	CDS	489	lrp_5		COG1522	Leucine-responsive regulatory protein
BCPCFBLM_05313	CDS	1320	puuB_9	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BCPCFBLM_05314	CDS	1590	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
BCPCFBLM_05315	CDS	1164	ycaD_3			putative MFS-type transporter YcaD
BCPCFBLM_05316	CDS	1494	puuC_3	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
BCPCFBLM_05317	CDS	1335	bauA_2	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
BCPCFBLM_05318	CDS	363				hypothetical protein
BCPCFBLM_05319	CDS	156	rpmG		COG0267	50S ribosomal protein L33
BCPCFBLM_05320	CDS	237	rpmB		COG0227	50S ribosomal protein L28
BCPCFBLM_05321	CDS	1581	dppA_5		COG0747	Periplasmic dipeptide transport protein
BCPCFBLM_05322	CDS	675				hypothetical protein
BCPCFBLM_05323	CDS	1209	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
BCPCFBLM_05324	CDS	456	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
BCPCFBLM_05325	CDS	2613	glmM_2			Phosphoglucosamine mutase
BCPCFBLM_05326	CDS	906	argB	2.7.2.8	COG0548	Acetylglutamate kinase
BCPCFBLM_05327	CDS	1071				putative HTH-type transcriptional regulator
BCPCFBLM_05328	CDS	951				hypothetical protein
BCPCFBLM_05329	CDS	1278				hypothetical protein
BCPCFBLM_05330	CDS	1395		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
BCPCFBLM_05331	CDS	390				hypothetical protein
BCPCFBLM_05332	CDS	465	ybgC_2	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
BCPCFBLM_05333	CDS	618				hypothetical protein
BCPCFBLM_05334	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
BCPCFBLM_05335	CDS	780	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
BCPCFBLM_05336	CDS	372				hypothetical protein
BCPCFBLM_05337	CDS	720	rph	2.7.7.56	COG0689	Ribonuclease PH
BCPCFBLM_05338	CDS	864				hypothetical protein
BCPCFBLM_05339	CDS	612	gmk	2.7.4.8	COG0194	Guanylate kinase
BCPCFBLM_05340	CDS	267	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
BCPCFBLM_05341	CDS	2106	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
BCPCFBLM_05342	CDS	381	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
BCPCFBLM_05343	CDS	732				hypothetical protein
BCPCFBLM_05344	CDS	621	rhtC_3		COG1280	Threonine efflux protein
BCPCFBLM_05345	CDS	801	btr_2		COG0614	HTH-type transcriptional activator Btr
BCPCFBLM_05346	CDS	852				hypothetical protein
BCPCFBLM_05347	CDS	933	oxyR_2			Hydrogen peroxide-inducible genes activator
BCPCFBLM_05348	CDS	2076	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
BCPCFBLM_05349	tRNA	91				tRNA-Ser(act)
BCPCFBLM_05350	CDS	393				hypothetical protein
BCPCFBLM_05351	CDS	273	hupB_2		COG0776	DNA-binding protein HU-beta
BCPCFBLM_05352	CDS	1155	alkT	1.18.1.1	COG1251	Rubredoxin-NAD(+) reductase
BCPCFBLM_05353	CDS	168	rubA2		COG1773	Rubredoxin-2
BCPCFBLM_05354	CDS	168	rubA1		COG1773	Rubredoxin-1
BCPCFBLM_05355	CDS	402				hypothetical protein
BCPCFBLM_05356	CDS	1227	lutA			Lactate utilization protein A
BCPCFBLM_05357	CDS	1080				hypothetical protein
BCPCFBLM_05358	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
BCPCFBLM_05359	CDS	756	glcC		COG2186	Glc operon transcriptional activator
BCPCFBLM_05360	CDS	537	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
BCPCFBLM_05361	CDS	891	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
BCPCFBLM_05362	CDS	384				hypothetical protein
BCPCFBLM_05363	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
BCPCFBLM_05364	CDS	1332	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
BCPCFBLM_05365	CDS	1341				hypothetical protein
BCPCFBLM_05366	CDS	900				hypothetical protein
BCPCFBLM_05367	CDS	903	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BCPCFBLM_05368	CDS	729	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
BCPCFBLM_05369	CDS	834	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
BCPCFBLM_05370	CDS	1677				hypothetical protein
BCPCFBLM_05371	CDS	2286				hypothetical protein
BCPCFBLM_05372	CDS	972	pstS		COG0226	Phosphate-binding protein PstS
BCPCFBLM_05373	CDS	3075	dnaE2	2.7.7.7		Error-prone DNA polymerase
BCPCFBLM_05374	CDS	1416	imuB			Protein ImuB
BCPCFBLM_05375	CDS	552	sulA_2			Cell division inhibitor SulA
BCPCFBLM_05376	CDS	597	pigA	1.14.99.58	COG3230	Heme oxygenase PigA
BCPCFBLM_05377	CDS	321				hypothetical protein
BCPCFBLM_05378	CDS	717				hypothetical protein
BCPCFBLM_05379	CDS	546				hypothetical protein
BCPCFBLM_05380	CDS	960				hypothetical protein
BCPCFBLM_05381	CDS	642				hypothetical protein
BCPCFBLM_05382	CDS	450				hypothetical protein
BCPCFBLM_05383	CDS	432				hypothetical protein
BCPCFBLM_05384	CDS	375				hypothetical protein
BCPCFBLM_05385	CDS	450	xcpT_2		COG2165	Type II secretion system protein G
BCPCFBLM_05386	CDS	966	xcpX_1		COG3156	Type II secretion system protein K
BCPCFBLM_05387	CDS	1011				hypothetical protein
BCPCFBLM_05388	CDS	795	dpnM	2.1.1.72		Modification methylase DpnIIA
BCPCFBLM_05389	CDS	291				hypothetical protein
BCPCFBLM_05390	CDS	1149				hypothetical protein
BCPCFBLM_05391	CDS	2211				hypothetical protein
BCPCFBLM_05392	CDS	231				hypothetical protein
BCPCFBLM_05393	CDS	819				hypothetical protein
BCPCFBLM_05394	CDS	1707				hypothetical protein
BCPCFBLM_05395	CDS	924				hypothetical protein
BCPCFBLM_05396	CDS	957				hypothetical protein
BCPCFBLM_05397	CDS	3597				hypothetical protein
BCPCFBLM_05398	CDS	483				hypothetical protein
BCPCFBLM_05399	CDS	741				hypothetical protein
BCPCFBLM_05400	CDS	204				hypothetical protein
BCPCFBLM_05401	CDS	453				hypothetical protein
BCPCFBLM_05402	CDS	516				hypothetical protein
BCPCFBLM_05403	CDS	897				hypothetical protein
BCPCFBLM_05404	CDS	405				hypothetical protein
BCPCFBLM_05405	CDS	1110				hypothetical protein
BCPCFBLM_05406	CDS	576				hypothetical protein
BCPCFBLM_05407	CDS	1239				hypothetical protein
BCPCFBLM_05408	CDS	1575				hypothetical protein
BCPCFBLM_05409	CDS	1674				hypothetical protein
BCPCFBLM_05410	CDS	549				hypothetical protein
BCPCFBLM_05411	CDS	303				hypothetical protein
BCPCFBLM_05412	CDS	321				hypothetical protein
BCPCFBLM_05413	CDS	624				hypothetical protein
BCPCFBLM_05414	CDS	630	mltF_5	4.2.2.-		Membrane-bound lytic murein transglycosylase F
BCPCFBLM_05415	CDS	159				hypothetical protein
BCPCFBLM_05416	CDS	297				hypothetical protein
BCPCFBLM_05417	CDS	504				hypothetical protein
BCPCFBLM_05418	CDS	231				hypothetical protein
BCPCFBLM_05419	CDS	489				hypothetical protein
BCPCFBLM_05420	CDS	261				hypothetical protein
BCPCFBLM_05421	CDS	315				hypothetical protein
BCPCFBLM_05422	CDS	975				hypothetical protein
BCPCFBLM_05423	CDS	1785				hypothetical protein
BCPCFBLM_05424	CDS	1167				hypothetical protein
BCPCFBLM_05425	CDS	342				hypothetical protein
BCPCFBLM_05426	CDS	285				hypothetical protein
BCPCFBLM_05427	CDS	681				hypothetical protein
BCPCFBLM_05428	CDS	534				hypothetical protein
BCPCFBLM_05429	CDS	201				hypothetical protein
BCPCFBLM_05430	CDS	624				hypothetical protein
BCPCFBLM_05431	CDS	690				hypothetical protein
BCPCFBLM_05432	CDS	192				hypothetical protein
BCPCFBLM_05433	CDS	468				hypothetical protein
BCPCFBLM_05434	CDS	567				hypothetical protein
BCPCFBLM_05435	CDS	549				hypothetical protein
BCPCFBLM_05436	CDS	369				hypothetical protein
BCPCFBLM_05437	CDS	594				hypothetical protein
BCPCFBLM_05438	CDS	2412	gspD		COG1450	Putative secretin GspD
BCPCFBLM_05439	CDS	1410	hxcR		COG2804	putative type II secretion system protein HxcR
BCPCFBLM_05440	CDS	1215	epsF_3		COG1459	Type II secretion system protein F
BCPCFBLM_05441	CDS	1179	phoA2	3.1.3.1		Alkaline phosphatase L
BCPCFBLM_05442	CDS	12534				hypothetical protein
BCPCFBLM_05443	CDS	603				hypothetical protein
BCPCFBLM_05444	CDS	1635				hypothetical protein
BCPCFBLM_05445	CDS	1848	tolQ_4			Tol-Pal system protein TolQ
BCPCFBLM_05446	CDS	420	exbD_3		COG0848	Biopolymer transport protein ExbD
BCPCFBLM_05447	CDS	747				hypothetical protein
BCPCFBLM_05448	CDS	1707				hypothetical protein
BCPCFBLM_05449	CDS	678				hypothetical protein
BCPCFBLM_05450	CDS	480				hypothetical protein
BCPCFBLM_05451	CDS	945	surA_3	5.2.1.8		Chaperone SurA
BCPCFBLM_05452	CDS	426				hypothetical protein
BCPCFBLM_05453	CDS	987				hypothetical protein
BCPCFBLM_05454	CDS	666				hypothetical protein
BCPCFBLM_05455	CDS	906				hypothetical protein
